username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
Spectrum_Stone,"Direct importer and fabricator of #naturalstone for #kitchens, #baths, #fireplaces and more serving #Lynchburg, #Roanoke and #Charlottesville, #Virginia","Lynchburg, Virginia",1132,286,2727,2013-05-06 17:30:40,2020-07-10 23:24:18,0,"Want to live in the most comfortable home possible? If not, try these tips for a comfy house: https://t.co/bBsV8NgeB8 . . . #house #home #roanoke #lynchburg #charlottesville #centralvirginia #centralva #design #decor #marble #quartz #cambria #granite","[{'text': 'house', 'indices': [124, 130]}, {'text': 'home', 'indices': [131, 136]}, {'text': 'roanoke', 'indices': [137, 145]}, {'text': 'lynchburg', 'indices': [146, 156]}, {'text': 'charlottesville', 'indices': [157, 173]}, {'text': 'centralvirginia', 'indices': [174, 190]}, {'text': 'centralva', 'indices': [191, 201]}, {'text': 'design', 'indices': [202, 209]}, {'text': 'decor', 'indices': [210, 216]}, {'text': 'marble', 'indices': [217, 224]}, {'text': 'quartz', 'indices': [225, 232]}, {'text': 'cambria', 'indices': [233, 241]}, {'text': 'granite', 'indices': [242, 250]}]"
DeviBlue1,"Activist for Progressive Change, Overcomer of all things American, Believer in Truth, Love and Justice for all",,90,19,229,2020-02-21 07:51:13,2020-07-10 23:20:14,1,"so @realDonaldTrump can happily call #BLM ""left-wing fascists"" on the 4th of July, but literal fascists and white supremacists marching in #Charlottesville to ""unite the right"" are just ""fine people"".
This man is a #RacistInChief and a #Fascist. https://t.co/Bdi751C4gb","[{'text': 'BLM', 'indices': [51, 55]}]"
sm9eb,"Archaeologist specializing in Late Neolithic Sanliurfa, Turkey; D.C. native; foodie; astronomy & gardening buff; guardian of a Wild Turkish Cat!","Charlottesville, Virginia, USA",3146,1318,25339,2012-05-02 03:30:22,2020-07-10 23:19:54,0,RAINBOW! #Charlottesville https://t.co/aKBoNQPumx,"[{'text': 'Charlottesville', 'indices': [9, 25]}]"
ChrissyCArtist,CONSERVATIVE 🇺🇸🇺🇸 WWG1WGA🇺🇸🇺🇸 SEEKER OF TRUTH🇺🇸🇺🇸PATRIOT,United States,774,464,2581,2010-07-11 20:50:06,2020-07-10 23:13:26,5,"""Welcome to Bird Library, a large bird feeder designed to resemble a public reading room"" in #Charlottesville, VA. Thanks @atlasobscura! https://t.co/ghmHs36COA #birds #birdwatching #animals #libraries","[{'text': 'Charlottesville', 'indices': [108, 124]}]"
BlueBobHMueller,Formerly Hassan (The Mule). Followed by my demons & @glennkirschner2 @MDesbarres Told once that everything about me is rumor or legend. BLM OCD,State of incredulity,4805,2650,44451,2018-10-24 17:29:09,2020-07-10 23:05:35,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
coolbyrne,"Comic nerd, writer wannabe, the next James Bond.
Hoping for more, but happy with less. 
YNWA",Great White North,106,173,13066,2008-09-22 19:54:29,2020-07-10 23:04:06,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
sarah_pesha,,,1131,90,6146,2016-09-25 00:51:48,2020-07-10 22:58:24,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
BradleyRoss,"PR, social media, content dev, writer/editor, husband, dog dad, connector, catalyst, triathlete, soccer coach/ref; #resist","Longmont, CO",5612,5101,156388,2008-12-02 21:02:18,2020-07-10 22:57:37,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
whitehorseaw,"Our focus is giving every customer a mini-detail at a reasonable price
Located in Charlottesville, Culpeper, Warrenton, and Woodbridge",,113,14,107,2019-11-14 15:35:57,2020-07-10 22:48:41,0,"Imagine never having to clean the interior or exterior of your vehicle again....This could be your life, think about it. 
https://t.co/htQ1qVGhDO
#woodbridge #warrenton #charlottesville #culpeper #carwash  #detail #whitehorseautowash #virginia https://t.co/Zw1C0HDgAw","[{'text': 'woodbridge', 'indices': [146, 157]}, {'text': 'warrenton', 'indices': [158, 168]}, {'text': 'charlottesville', 'indices': [169, 185]}, {'text': 'culpeper', 'indices': [186, 195]}, {'text': 'carwash', 'indices': [196, 204]}, {'text': 'detail', 'indices': [206, 213]}, {'text': 'whitehorseautowash', 'indices': [214, 233]}, {'text': 'virginia', 'indices': [234, 243]}]"
ColleenMacD,canadian writer cyclist dog walker student traveller too smart for her own good,"Ontario, Canada",1367,358,1664,2011-07-10 18:04:34,2020-07-10 22:47:32,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
magnesio,o drama real do fotógrafo de rua que não sai de casa tem 3 meses... #fotoderua #streetphotography. Fotos à venda em https://t.co/Xv2Ra9WGWQ,São Paulo - SP,3720,4516,174218,2007-08-15 15:07:07,2020-07-10 22:31:49,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
WXReese,"Weekday morning meteorologist for CBS19 in Charlottesville, VA! I'm also a big fan of Florida State, the Pittsburgh Steelers and weather of all types!","Charlottesville, VA",1818,2285,36975,2012-11-19 12:31:44,2020-07-10 22:18:17,0,They’re hogging all the rain in Nelson County. 😉 #Vawx #Charlottesville https://t.co/keegUBGTvq,"[{'text': 'Vawx', 'indices': [49, 54]}, {'text': 'Charlottesville', 'indices': [55, 71]}]"
Squeegie4,"Feminist, defender of equal rights, mom, wife and human being. #TheResistance #NoBanNoWall #LGTBQIA #IStandWithKap #TakeaKnee #BLM",,5001,4047,53040,2012-11-30 15:05:37,2020-07-10 22:10:01,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
TomMetrick,"Classical liberal, free minds, free markets, #RESIST",Cologne,4976,1348,78171,2008-12-26 22:55:23,2020-07-10 22:06:05,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
tmj_VAC_schn,"Follow this account for geo-targeted Supply Chain job tweets in Charlottesville, VA. Need help? Tweet us at @CareerArc!","Charlottesville, VA",213,252,222,2011-08-19 19:49:57,2020-07-10 22:04:58,0,"If you're looking for work in #Charlottesville, VA, check out this job: https://t.co/2GJo6UuOKp #SupplyChain","[{'text': 'Charlottesville', 'indices': [30, 46]}, {'text': 'SupplyChain', 'indices': [96, 108]}]"
hopingforsnacks,#Antiracist in the Deep South. Justice delayed is justice denied. Isaiah 1:17.,The Magnolia State,167,33,1825,2019-10-20 20:15:09,2020-07-10 21:59:11,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
K8TDidToo,"Warning: Opinions. Unrepentant Navy Brat. Your rights end at my nose.
“The truth does not change according to our ability to stomach it.” - Flannery O'Connor",Fifth Circle of Hell,5002,1866,223005,2017-01-30 00:25:42,2020-07-10 21:38:24,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
wisteriameadow,,,2638,361,81565,2014-12-07 00:13:32,2020-07-10 21:36:16,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
knowles_iona,life is so precious ❤️,South east london,150,19,1142,2019-12-10 00:07:40,2020-07-10 21:33:25,105215,Tiki Torch Tough Guys tried to get crunk in #Charlottesville Virginia last night https://t.co/e0GE98juIj,"[{'text': 'Charlottesville', 'indices': [65, 81]}]"
NKFinney,"@USArmy Goodpaster Scholar @us_sams #ASP3 | Aspiring Historian @DukeHistoryDept | Ed. and Author, #Redefine (@USNIBooks) & #OnStrategy (@ArmyUPress)",,1042,6947,42276,2011-11-10 13:42:32,2020-07-10 21:31:23,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
megreystroke,"Peanut throwing from the cheap seats, RTs=head nod,  Grade school saw IKE twice, HS Soph 22 Nov 63, homing pigeons",Flint Hills of Ks,1886,468,85968,2009-05-24 13:19:27,2020-07-10 21:29:56,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
tmj_VAC_health,"Follow this account for geo-targeted Healthcare job tweets in Charlottesville, VA. Need help? Tweet us at @CareerArc!","Charlottesville, VA",190,265,666,2010-03-07 03:28:08,2020-07-10 21:24:32,0,"This #Pharmacist job might be a great fit for you. Click the link in our bio to see it and more. Pharmacy Manager at CVS Health #Charlottesville, VA","[{'text': 'Pharmacist', 'indices': [5, 16]}, {'text': 'Charlottesville', 'indices': [128, 144]}]"
CDesign,"Typo Binge=Apologies ADA related
#ElhersDanlosSyndrome
I HATE CAGES",My Cage,281,446,46208,2008-11-18 00:48:53,2020-07-10 21:15:40,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
GuillotineND,"We monitor many frequencies. We listen always. Came a voice, out of the babel of tongues, speaking to us. It played us a mighty dub.","Duppytown, Antartica",2491,473,78031,2016-03-27 20:56:45,2020-07-10 21:10:33,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
CThompsonGeorge,"Liverpool-born historian, poet, songwriter, Ripperologist, editor, longtime Baltimore resident, now Newark, Delaware. LFC fan. I DON'T AGREE W/ ALL I RETWEET!","Newark, Delaware, USA",4994,1946,148018,2009-12-25 08:21:59,2020-07-10 21:10:21,0,"@NewYorker Could Rita Dove's poem ""Pedestrian Crossing, Charlottesville"" be construed as #racist? Here is the poem as it appears in the @NewYorker issue of July 6/13.  #poetry #Charlottesville https://t.co/kjEiqmyG3G","[{'text': 'racist', 'indices': [89, 96]}, {'text': 'poetry', 'indices': [168, 175]}, {'text': 'Charlottesville', 'indices': [176, 192]}]"
florida_sophia,I study Human Rights at @Columbia with a focus on Syria.| politically moderate | lapsed Catholic,,1398,337,7326,2016-07-13 22:30:07,2020-07-10 21:05:21,199,"I hate my 2 most well-known photos. I hate that I had to take them. I hate that we live in a country where racist and violent events still happen but I vow to continue documenting it, so it cannot be denied. #blacklivesmatter #Charlottesville https://t.co/21xThZb405",[]
LigayaLoyola,#MapoftheSoul7 #MOTS7 No lists #OT7 #BTSistheGenre #NoSoloStans #NoConfederate #RepresentationMatters #OscarsSoWhite #MeTooMovement #TimesUp,,2691,1858,786944,2012-02-27 13:10:32,2020-07-10 21:05:06,0,"For months, people debated is this fascism or just something like it?  I decided the line had been crossed &amp; it was definitely fascism when #HeatherHeyer was murdered in #Charlottesville. ✔️Frontline’s 2-part programs on the right immediately afterward. #BlackLivesMatter...","[{'text': 'HeatherHeyer', 'indices': [144, 157]}, {'text': 'Charlottesville', 'indices': [174, 190]}, {'text': 'BlackLivesMatter', 'indices': [258, 275]}]"
bakhruzdupkbi,"Flight/Trip cancelled because of coronavirus? ✈️ https://t.co/I34DptxBMZ
Don't wait months for a refund or useless voucher. 
Apply for cash refund
↘️↘️↘️↘️",,79,94,15384,2018-02-12 12:47:00,2020-07-10 21:00:55,6328,"Since #Charlottesville, 11 Americans KILLED, 40 wounded in inner city Chicago but #MSM covering #Statues https://t.co/dCKioDe8qZ","[{'text': 'Charlottesville', 'indices': [27, 43]}, {'text': 'MSM', 'indices': [103, 107]}, {'text': 'Statues', 'indices': [117, 125]}]"
